code,name,description,secuencia,tipoLocalizacion,centroLogistico,ubicacionArea,paisOrigen
WH0943,GLOBAL SOUVENIRS I & E SRL,,943,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0950,GLOBAL ZONA FRANCA INDUSTRIAL S A,,950,Almacén,,"Z.F. IND., GLOBAL",DO
WH0949,GLOBAL TOBACCO GROUP GTG SRL,,949,Almacén,,,
WH0954,GLOWTOUCH DR SRL,,954,Almacén,,"Z.F. GLOWTOUCH DR, S. R. L. (EXT. DISTRITO NACIONAL)",DO
WH0955,GLOWTOUCH DR SRL,,955,Almacén,,ZONA FRANCA TECNOLOGICA DE HERRERA,DO
WH0951,GLOBCOM CORPORATION S A,,951,Almacén,,Z.F.ESP.CALL CENTER GLOBCOM CORPORA,DO
WH0952,GLOBE OVERSEAS BUSINESS CORP,,952,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0958,GOLD FACTORY DOMINICANA SRL,,958,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0957,"GM KNITS S A, SANTIAGO III",,957,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0956,GM KNITS S A,,956,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0959,GOLD FISHING TACKLE SRL,,959,Almacén,,ZONA FRANCA INDUSTRIAL LOS ALCARRIZOS,DO
WH0953,GLOPAX CORPORATION SRL,,953,Almacén,,PARQUE TECNOLÓGICO DE SANTIAGO,DO
WH0960,GOLD STAR INTERNATIONAL A V V,,960,Almacén,,,
WH0963,GOMAS Y PLASTICOS C POR A,,963,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0964,GOMEZ SARANTE MANUFACTURING,,964,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0962,GOLDEN INTERNATIONAL SUPPLY SRL,,962,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0967,GOOD BOX DOMINICANA S A,,967,Almacén,,"Z.F. IND., TAMBORIL(STGO)",DO
WH0968,"GOOD TIMES DOMINICANA, S A",,968,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0966,"GOMMA DOMINICANA, INC.",,966,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0970,GOSOBA SRL,,970,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0969,GOODSTAR INVESTMENTS S A,,969,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0965,GOMMA DOMINICANA INC,,965,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0961,GOLDEN INTERNATIONAL SUPPLY SRL,,961,Almacén,,,
WH0971,GOUGH E HIJOS S A,,971,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0974,GOYA SANTO DOMINGO S A,,974,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0977,GRADINOX C POR A,,977,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0979,GRANOS NACIONALES S A,,979,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0980,"GRANOS NACIONALES S A (HAINA, SAN CRISTOBAL)",,980,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0972,GOVELIT CORPORATION S A,,972,Almacén,,Z.F. ESPECIAL GOVELIT,DO
WH0978,GRAND ISLAND GROUP S A,,978,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0975,GRAB AT THE GATE 10 (A I G L),,975,Almacén,,Z.F. COMERCIALES PTO. PTA.,DO
WH0976,GRAB AT THE GATE 6 (A I G L),,976,Almacén,,Z.F. COMERCIALES PTO. PTA.,DO
WH0973,GOVELIT CORPORATION SRL,,973,Almacén,,,
WH0981,GRANOS NACIONALES S A (SAN JOSE DE OCOA),,981,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0990,GRUPO BANAMIEL S A,,990,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0986,GREEN ZONE LOGISTICS GZL SRL,,986,Almacén,,PUNTA CANA FREE ZONE,DO
WH0988,GROWRITE DR SRL,,988,Almacén,,Z.F. ESP. GROWHITE (NAGUA),DO
WH0987,GROB PHARMA CORP,,987,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0989,GRUPO ASTANA SRL,,989,Almacén,,Z.F. PARQUE INDUSTRIAL LA PALMA,DO
WH0985,GREEN GOLD RECYCLING SRL,,985,Almacén,,"Z.F. IND., HAINAMOSA",DO
WH0982,GRAVITA DOMINICAN SAS,,982,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0983,GREATER GOODS CARIBBEAN SRL,,983,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0984,GREEN GLOBAL SOURCE GGS SRL,,984,Almacén,,,
WH0992,GRUPO EBENEZER C POR A,,992,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0995,GRUPO IMPRESIONES S A,,995,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0996,GRUPO LLANO ALTO SRL,,996,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0994,GRUPO GRAF SRL,,994,Almacén,,ZONA FRANCA INDUSTRIAL VILLA TAPIA,DO
WH0997,GRUPO LOGISTICO DE CARGA DOMINICANO GRULOCARD SRL,,997,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0993,GRUPO EXPERTIX SRL,,993,Almacén,,ZONA FRANCA DE EXPORTACIÓN LA ARMERÍA,DO
WH0991,GRUPO BASILEA INTERNATIONAL SRL,,991,Almacén,,"Z.F. IND., LA VEGA",DO
WH0998,"Grupo M - AM Industries, S.A. (Haiti)",,998,Almacén,,Z.F. CODEVI,DO
WH0999,"Grupo M - Fabrik Wanament, Inc. (Haiti)",,999,Almacén,,Z.F. CODEVI,DO
WH1000,"Grupo M - MD Industries, S.A. (Haiti)",,1000,Almacén,,,
