code,name,description,secuencia,tipoLocalizacion,centroLogistico,ubicacionArea,paisOrigen
WH0467,COMERCIALIZADORA TURISTICA SUN CAPITAL S A,,467,Almacén,,"Z.F. IND., PUERTO PLATA",DO
WH0464,COMERCIALIZADORA AGROINDUSTRIAL BANILEJA SRL,,464,Almacén,,ZONA FRANCA INDUSTRIAL DE BANI,DO
WH0466,"COMERCIALIZADORA MACAO SRL, Almacen",,466,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0462,COMERCIAL RIOSUR SRL,,462,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0463,COMERCIAL RIOSUR SRL 2DA ETAPA,,463,Almacén,,,
WH0479,COMPANIA DE TABACOS DE LAS ANT,,479,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0474,COMPANIA CERVECERA AMBEV DOMINICANA S A,,474,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0476,COMPANIA DE TABACO FLOR DE LOS REYES S A (EXT.),,476,Almacén,,Z.F.ESP. TABACALERA FLOR DE LOS REYES EXT. VILLA BISONO,DO
WH0471,COMMUNICATE TO CONNECT C2C SRL,,471,Almacén,,Z.F.ESP. COMMUNICATE TO CONNECT (STO.DGO.),DO
WH0472,COMMUNICATE TO CONNECT C2C SRL,,472,Almacén,,Z.F.ESP. COMMUNICATE TO CONNECT (STO.DGO.),DO
WH0475,COMPANIA DE TABACO FLOR DE LOS REYES S A,,475,Almacén,,Z.F.ESP. TABACALERA FLOR DE LOS REYES,DO
WH0478,COMPANIA DE TABACOS DE EXPORTACION LTD,,478,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0480,COMPANIA DE TABACOS QUISQUEYA C POR A,,480,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0473,COMPAGNIE CIGARIERE DES CARAIBES S A,,473,Almacén,,"Z.F. EXPORTACION,ZONA IND. ITABO",DO
WH0477,"COMPANIA DE TABACO FLOR DE LOS REYES S A, Navarrete",,477,Almacén,,,
WH0486,COMPANIA EXPORTADORA TAVAREZ E T,,486,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0488,COMPLEJO METALURGICO DOMINICANO C POR A,,488,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0483,COMPANIA DOMINICANA DE MONTAJE S A (CODEMON),,483,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0484,COMPANIA EKOBANANERA S A,,484,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0485,COMPANIA EXPORTADORA TAVAREZ E T,,485,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0481,COMPAÑIA DE TABACOS QUISQUEYA SRL,,481,Almacén,,"COMPAÑIA DE TABACOS QUISQUEYA, S. R. L.",DO
WH0489,COMPONENT FOOTWEAR DOMINICANA S A,,489,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0482,COMPAÑIA DE TABACOS QUISQUEYA SRL ( EXTENCION ),,482,Almacén,,"COMPAÑIA DE TABACOS QUISQUEYA, S. R. L. (EXT. AVENIDA BARTOLOME COLON)",DO
WH0490,COMPOUND BROTHERS DOMINICANA SRL,,490,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0487,COMPETITIVE INTELLIGENCE MARKET RESEARCH CIMR SRL,,487,Almacén,,,
WH0495,CONCENTRADO DE FRAGANCIAS Y SABORES S A,,495,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0500,"CONDUENT SOLUTIONS DOMINICAN REPUBLIC, SAS (EXT. AV. GREGORIO LUPERON)",,500,Almacén,,"Z.F. ESP. CONDUENT SOLUTIONS DOMINICAN REPUBLIC, S. A. S.",DO
WH0497,CONCENTRIX CVG INTERNATIONAL HOLDING LTD,,497,Almacén,,"CONVERGYS INTERNATIONAL HOLDING, LTD. (EXT. ENSANCHE PIANTINI)",DO
WH0496,CONCENTRIX CVG INTERNATIONAL HOLDING LTD,,496,Almacén,,"Z.F.ESP.CONVERGYS INTERNATIONAL HOLDING, LTD EXT.GALERIA 360",DO
WH0493,CONACADO S A,,493,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0498,"CONDUENT SOLUTIONS DOMINICAN REPUBLIC, SAS",,498,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0499,"CONDUENT SOLUTIONS DOMINICAN REPUBLIC, SAS",,499,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0494,CONACADO S A,,494,Almacén,,"Z.F. IND., SAN FCO. DE MACORIS",DO
WH0491,COMPUESTOS DOMINICANOS S A,,491,Almacén,,Z.F. ESP. COMPUESTOS DOM.,DO
WH0492,CONACADO AGROINDUSTRIAL S A,,492,Almacén,,,
WH0502,CONSILIA LOGISTICS SRL,,502,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0508,CONSORCIO TECNO DEAH S A,,508,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0509,CONSORCIO TECNO DEAH S A,,509,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0510,CONSORCIO TECNO DEAH S A,,510,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0504,CONSORCIO CITRICOLA DEL ESTE C POR A,,504,Almacén,,Z.F.ESP. CITRICOLA DEL ESTE (HATO MAYOR),DO
WH0503,CONSOLIDATED CONTRACTORS INC,,503,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0507,CONSORCIO DE TRANSFORMACION Y GENERACION DE ENERGIA S A,,507,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0501,CONFECCIONES JAGSPORT EIRL,,501,Almacén,,PARQUE TECNOLÓGICO DE SANTIAGO,DO
WH0505,CONSORCIO CITRICOS DOMINICANOS C POR A,,505,Almacén,,Z.F. ESP. CITRICOS DOMINICANA,DO
WH0506,CONSORCIO CITRICOS DOMINICANOS S A,,506,Almacén,,,
WH0511,CONSORCIO TECNO DEAH S A,,511,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0512,CONSTRUCCIONES CMA SRL,,512,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0517,CONTACT CENTERS DOMINICANA S A,,517,Almacén,,"CONTACT CENTERS DOMINICANA, S. A. EXTENSION SAMBIL",DO
WH0516,CONTACT CENTERS DOMINICANA S A,,516,Almacén,,"CONTACT CENTERS DOMINICANA, S. A. (EXT. DISTRITO NACIONAL)",DO
WH0519,CONTROL ENGINEERING GROUP SRL,,519,Almacén,,PARQUE INDUSTRIAL EDUARDO LEON JIMENES,DO
WH0520,"CONVATEC DOMINICAN REPUBLIC INC, ZFI ITABO",,520,Almacén,,"Z.F. IND., ITABO",DO
WH0513,CONSULTANTS LA S A,,513,Almacén,,"Z.F. IND., EXCEL, BOCA CHICA",DO
WH0514,"CONSULTANTS LA, SRL",,514,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0515,CONTACT CENTERS DOMINICANA S A,,515,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0518,CONTACT CENTERS DOMINICANA S A,,518,Almacén,,,
WH0528,COOPERATIVA AGRICOLA LOS TAINOS,,528,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0529,COOPERATIVA AGROPECUARIA DE EMPLEADOS DE EKOBAN INC,,529,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0530,COOPERATIVA AGROPECUARIA DE EMPLEADOS DE EKOBAN INC,,530,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0522,CONVERGYS INTERNATIONAL HOLDING LTD,,522,Almacén,,Z.F.ESP.STREAM INTERNATIONAL (BERMUDA) EXT.GALERIA 360,DO
WH0524,CONVERGYS INTERNATIONAL HOLDING LTD,,524,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0525,COOKSON DOMINICANA S A,,525,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0526,COOLBEVCO SRL,,526,Almacén,,"Z.F. IND., S.P.M. CHENTEC",DO
WH0523,CONVERGYS INTERNATIONAL HOLDING LTD,,523,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0527,COOLBEVCO SRL,,527,Almacén,,Z.F. ESP. CITRICOS DOMINICANA,DO
WH0521,CONVENIENCE STORE MINIMARKET,,521,Almacén,,,
WH0531,COOPERATIVA AGROPECUARIA DE EMPLEADOS DE EKOBAN INC,,531,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0532,COOPERATIVA AGROPECUARIA Y DE SERVICIOS MULTIPLES DE BANANER,,532,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0533,COOPERATIVA AGROPECUARIA Y DE SERVICIOS MULTIPLES DE BANANEROS DO,,533,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0534,COOPERATIVA DE PRODUCTORES AGROPECUARIOS MARTIN REYES,,534,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0537,COPEN DOMINICANA LTD,,537,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0535,"COPAC GLOBAL PACKAGING LLC, ZFI LAS AMERICAS",,535,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0539,COPEY PRODUCTS INTERNACIONAL S R L,,539,Almacén,,"Z.F. IND., LA VEGA",DO
WH0540,CORALINA´S FAST FOOD (A I G L),,540,Almacén,,Z.F. COMERCIALES PTO. PTA.,DO
WH0538,COPEN UNITED DR SRL,,538,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0536,"COPAC GLOBAL PACKAGING LLC, ZFI SANTIAGO-JANICO",,536,Almacén,,,
WH0549,CORPORACION CORPA S A,,549,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0547,CORPORACION ASP SANTIAGO S A,,547,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0545,CORP ZONA FRANCA IND SANTIAGO INC,,545,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0542,CORIMA S A S,,542,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0543,CORNING CABLE SYSTEMS INTERNATIONAL,,543,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0546,CORPORACION 2980,,546,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0544,CORP ZONA FRANCA BANILEJA INC,,544,Almacén,,"Z.F. IND., BANI",DO
WH0548,"CORPORACION CIGAR EXPORT C POR A, El Limonal",,548,Almacén,,ZONA FRANCA INDUSTRIAL EL LIMONAL,DO
WH0550,CORPORACION INDUSTRIAL DIVISION AILA S A,,550,Almacén,,"Z.F. COMERCIAL, A.I.J.F.P.G.",DO
WH0541,CORFLEX CARIBE SRL,,541,Almacén,,,
WH0556,CORVI ACERO S A,,556,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0557,CORVI PVC S A,,557,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0555,CORPORACION ZONA FRANCA INDUSTRIAL GAUTIER SRL,,555,Almacén,,ZONA FRANCA INDUSTRIAL GAUTIER,DO
WH0559,COSTA FARMS LLC,,559,Almacén,,"COSTA FARMS, LLC",DO
WH0553,"CORPORACION ZONA FRANCA INDUSTRIAL DE PUERTO PLATA, INC",,553,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0558,COSMED GROUP OF DOMINICAN REPUBLIC INC,,558,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0551,CORPORACION PETROLERA DE LA REPUBLICA DOMINICANA COPETROL R D SRL,,551,Almacén,,"Z.F. IND., HAINAMOSA",DO
WH0552,CORPORACION ZONA FRANCA BANILEJA INC,,552,Almacén,,"Z.F. IND., BANI",DO
WH0554,CORPORACION ZONA FRANCA INDUSTRIAL DEL NORTE S A,,554,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0560,COSTA FARMS LLC,,560,Almacén,,,
WH0568,CPD BOUTIQUES LLC,,568,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0563,COSTA NURSERY FARMS INC,,563,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0570,CREACIONES FLERIDA S R L,,570,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0567,COTE-RECO DOMINICAN MANUFACTURING SRL,,567,Almacén,,NUEVA ZONA FRANCA INDUSTRIAL DE SAN PEDRO DE MACORÍS (CHEM TEC),DO
WH0569,CRAZY ABOUT ORGANICS CRAO SRL,,569,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0561,COSTA FARMS LLC ( RANCHO ARRIBA ),,561,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0562,COSTA FARMS LLC (EXTENSIÓN SABANA DE LA MAR),,562,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0564,COSTA RICA CONTACT CENTER CRCC SA,,564,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0565,COSTA RICA CONTACT CENTER CRCC SA,,565,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0566,COSTA RICA CONTACT CENTER CRCC SA (EXT. AVENIDA GREGORIO LUPERON),,566,Almacén,,,
WH0572,CRISCHARD CIGARS SRL,,572,Almacén,,PARQUE INDUSTRIAL LOS CANDELONES,DO
WH0575,CTM APPAREL MANUFACTURING SRL,,575,Almacén,,ZONA FRANCA INDUSTRIAL DE VILLA ALTAGRACIA,DO
WH0571,CREATIVE LIGHTING SOLUTIONS LLC,,571,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0576,CTM PRINTING SRL,,576,Almacén,,ZONA FRANCA INDUSTRIAL DE LA VEGA,DO
WH0580,CUTLER HAMMER INDUSTRIES,,580,Almacén,,"Z.F. IND., ITABO",DO
WH0573,CRISTALES DEL MAR S R L,,573,Almacén,,ZONA FRANCA INDUSTRIAL DE BANI,DO
WH0574,CTG TAPES SRL,,574,Almacén,,ZONA FRANCA INDUSTRIAL DE BANI,DO
WH0579,CUNAGUARO STORE,,579,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0577,CTS LANGUAGE LINK DOMINICANA SRL,,577,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0578,CUEVAS & HERMANOS SRL,,578,Almacén,,,
WH0581,CUTLER HAMMER INDUSTRIES LTD,,581,Almacén,,"Z.F. ESP. CUTLER-HAMMER INDUSTRIES, LTD. (EXTENSIÓN DISTRITO NACIONAL)",DO
WH0590,"D F INTERNATIONAL, SANTIAGO I",,590,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0586,D CLASE LAS AMERICAS LIMITED,,586,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0584,D & G CENTRAL TEXTILES DOMINICANA C POR A,,584,Almacén,,"Z.F. IND., LA VEGA",DO
WH0582,"CUTLER HAMMER INDUSTRIES LTD, ZFI ITABO",,582,Almacén,,"Z.F. IND., ITABO",DO
WH0583,CYRA ESTATES SRL,,583,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0589,"D CLASE SHOES INC, Gurabo",,589,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0587,D CLASE MANUFACTURING INC,,587,Almacén,,"Z.F. IND., ESPERANZA",DO
WH0588,"D CLASE SHOES INC, Esperanza",,588,Almacén,,ZONA FRANCA INDUSTRIAL DE ESPERANZA,DO
WH0585,D BANI INTERNATIONAL S A,,585,Almacén,,,
WH0592,D M GROUP INTERNATIONAL SRL,,592,Almacén,,ADMINISTRACION PEDERNALES,DO
WH0591,D M GROUP INTERNATIONAL SRL,,591,Almacén,,ADMINISTRACION SANTO DOMINGO,DO
WH0598,D W PLASTICS,,598,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0599,D YAMIR SUPLIDORES DIVERSOS S R L,,599,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0593,D R CRUISE PORT LTD,,593,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0596,D SKY GROUP DSG SRL (DEPOSITO),,596,Almacén,,"Z.F.IND.,NORTE INFIESTO",DO
WH0600,D.M. GROUP INTERNATIONAL S.A. (DEPOSITO),,600,Almacén,,"Z.F. IND., PEDERNALES",DO
WH0595,D R WAREHOUSE SRL,,595,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0597,D T MANUFACTURING SRL,,597,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0594,D R OCEAN ENTERPRISES SR,,594,Almacén,,,
WH0602,DAMA S A,,602,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0608,DATA VIMENCA S A,,608,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0609,DATA VIMENCA S A (EXT. SANTIAGO),,609,Almacén,,"DATA VIMENCA, S. A. (EXTENSIÓN SANTIAGO)",DO
WH0607,DATA SERVICIO DOMINICANA S A,,607,Almacén,,Z.F.ESP.DATA SERVICIOS DOMINICANA(S,DO
WH0603,DANEVA SRL,,603,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0610,DAVIS & GECK CARIBE LIMITED,,610,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0605,DAS MEDICAL INTERNATIONAL SRL,,605,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA II,DO
WH0606,DAS MEDICAL LLC,,606,Almacén,,"Z.F. IND., ROMANA II",DO
WH0604,DARLEY DALE BUSSINESS CORP S A,,604,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0601,DACD METAL & RECYCLING EXPORTS S A,,601,Almacén,,,
WH0612,DE LEON CIGARS MANUFACTURY C POR A,,612,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0617,DELICIAS CIGARS C POR A,,617,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0619,DEMARCA C POR A,,619,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0618,DELICIAS DEL AGRO JRC EIRL,,618,Almacén,,"Z.F. ESP. DELICIAS DEL AGRO JRC, E. I. R. L.",DO
WH0614,DE ROYAL INTERCONTINENTAL S A,,614,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0615,DEANSFIELD COMPANY N V,,615,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0611,DAZAM INDUSTRIES SRL,,611,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0620,DENECU SRL,,620,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0613,DE NARDINE EIRL,,613,Almacén,,ZONA FRANCA INDUSTRIAL DE BANI,DO
WH0616,DELI GOURMET S A,,616,Almacén,,,
WH0622,DEPÓSITO 11,,622,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0623,DEPOSITO 3 COURIER,,623,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0624,DEPOSITO 5 DGA,,624,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0625,DEPOSITO A,,625,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0626,DEPOSITO B,,626,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0627,DEPOSITO C,,627,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0628,DEPOSITO D,,628,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0629,DEPOSITO E,,629,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0630,DEPOSITOS LOGISTICOS DE SANTO DOMINGO DLSQ SRL,,630,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0621,DENIMESDOM SRL,,621,Almacén,,,
WH0631,DESTILADOS Y LICORES UNIVERSAL SRL,,631,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0632,DESTILERIA LA ISABELA C POR A,,632,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0633,DETROIT INVESTMENTS SRL,,633,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN FRANCISCO DE MACORÍS,DO
WH0634,DEVMIR DOMINICANA S A,,634,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0635,DEVOCHO SRL,,635,Almacén,,Z.F. ESPECIAL SANTIAGO,DO
WH0638,"DFA Tienda (Salida Terminal 1-A), Lic 59",,638,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0639,"DFA Tienda (Salida Terminal 1-A), Lic 62",,639,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0640,"DFA Tienda Champang Bar Luve, (Salida Terminal B)",,640,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0636,DF SOLUTIONS SRL,,636,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0637,DF SOLUTIONS SRL (EXT. AV. TIRADENTES),,637,Almacén,,,
WH0646,DHL DOMINICANA S A,,646,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0650,DISTRIBUIDORA CORRIPIO CXA,,650,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0649,DIAMONDS INTERNATIONAL,,649,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0648,DIAMOND YELOW SRL,,648,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0647,DI CARLO ZONA FRANCA COMERCIAL S A,,647,Almacén,,"Z.F. COMERCIAL, A.I.J.F.P.G.",DO
WH0641,"DFA Tienda Multimacarcas, (Salida Terminal B)",,641,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0642,"DFA Tienda New And Gift/ Electronica, (Terminal B)",,642,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0643,DFA Tienda Relojes (Salida Terminal B),,643,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0644,DFA Tienda Tumi/Long Champ (Salida Terminal B),,644,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0645,"DFA, Tienda 1 (Terminal A)",,645,Almacén,,,
WH0653,dj cargo Courier Deposito 2,,653,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0651,DISTRIBUIDORA CORRIPIO CXA,,651,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0660,DMG INTERNATIONAL INC,,660,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0652,DISTRIBUIDORA MODA DEL SOL C POR A,,652,Almacén,,Z.F. SAN CRISTOBAL(LA ARMERIA),DO
WH0655,DJM FOOTWEAR CO CORP,,655,Almacén,,"Z.F. IND., TAMBORIL(STGO)",DO
WH0658,DM INTERNATIONAL INC,,658,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0657,DLADALMER S A,,657,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0656,DKP CARIBE S A,,656,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0654,DJI DOMINICAN JEWELRY INC,,654,Almacén,,"Z.F. IND., ROMANA I",DO
WH0659,DMC DOMINICANA SRL,,659,Almacén,,,
WH0667,DOMEX DEPOSITO 2,,667,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0664,DOFU CALL CARIBBEAN GROUP SRL,,664,Almacén,,Z.F. ESP. DOFU CALL CARIBBEAN GROUP,DO
WH0668,DOMINICAN CONNECTIONS S A,,668,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0661,DMG INTERNATIONAL INC (EXTENSION),,661,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0669,DOMINICAN GARDEN PRODUCTS INC,,669,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0663,DNY PRODUCTION DOMINICANA SRL,,663,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0666,DOMBOX SRL,,666,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0665,DOM DOM BAR,,665,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0670,DOMINICAN GOLDEN LEAVES SRL,,670,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0662,DMG INTERNATIONAL SERVICES,,662,Almacén,,,
WH0671,DOMINICAN INTERNATIONAL FORWARDING SRL,,671,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0672,DOMINICAN INTERNATIONAL TEXTILE LLC,,672,Almacén,,Z.F. SAN CRISTOBAL(LA ARMERIA),DO
WH0678,DOMINICAN LORALDAM SOLUTIONS SRL,,678,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0679,DOMINICAN POTTERY INC,,679,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0676,DOMINICAN KNITS MD INDUSTRIES (CODEVI),,676,Almacén,,Z.F. CODEVI,DO
WH0673,DOMINICAN KNITS AM INDUSTRIES (CODEVI),,673,Almacén,,Z.F. CODEVI,DO
WH0674,DOMINICAN KNITS FABRIK (CODEVI),,674,Almacén,,Z.F. CODEVI,DO
WH0675,DOMINICAN KNITS INC,,675,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0677,DOMINICAN KNITS TEXTILES LTD,,677,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0680,DOMINICAN PRINTING IMPRESSIONS INC,,680,Almacén,,,
WH0683,DOMINICAN THINGS,,683,Almacén,,PARQUE DE ZONA FRANCA PORT CABO ROJO,DO
WH0685,DOMINICAN TROPICAL FRUITS SRL,,685,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0689,DON GINO CIGARS SRL,,689,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0684,DOMINICAN THINGS,,684,Almacén,,PARQUE DE ZONA FRANCA PORT CABO ROJO,DO
WH0686,DOMINICANA METAL RECYCLING C POR A,,686,Almacén,,Z.F.ESP.DOMINICANA METAL RECYCLING(,DO
WH0688,DOMTOP TECHNOLOGIES SRL,,688,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0682,DOMINICAN SHOE MANUFACTURING S A,,682,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0681,DOMINICAN REPUBLIC YARN SUPPLIERS GK SRL,,681,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0687,DOMINICANA PLASTICS RECYCLING AND SERVICES D P R S 1 SRL,,687,Almacén,,"Z.F. IND., LOS ALCARRIZOS",DO
WH0690,DONVEN TOBACCO INDUSTRIES SRL,,690,Almacén,,,
WH0693,DP WORLD CARGA SUELTA,,693,Almacén,,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0694,DP WORLD LOGISTICS SRL,,694,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0697,DP WORLD VEHICULO,,697,Almacén,,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0692,DP INNOVA BRANDS SRL,,692,Almacén,,PUNTA CANA FREE ZONE,DO
WH0696,DP WORLD PUNTACANA AIRHUB SAS,,696,Almacén,,PUNTA CANA FREE ZONE,DO
